"WC_ID";"WC_Text";"WC_luecken"
"1286";"Immaculate conception.";"0"
"1287";"Krampus, the Austrian Christmas monster.";"0"
"1288";"Mall Santa.";"0"
"1289";"My hot cousin.";"0"
"1290";"Pretending to be happy.";"0"
"1291";"Santa's heavy sack.";"0"
"1292";"Several intertwining love stories featuring Hugh Grant.";"0"
"1293";"Socks.";"0"
"1294";"Space Jam on VHS.";"0"
"1295";"Taking down Santa with a surface-to-air missile.";"0"
"1296";"The Star Wars Holiday Special.";"0"
"1297";"The tiny, calloused hands of the Chinese children that made this card.";"0"
"1298";"Whatever Kwanzaa is supposed to be about.";"0"
"1299";"A magical tablet containing a world of unlimited pornography.";"0"
"1300";"A simultaneous nightmare and wet dream starring Sigourney Weaver.";"0"
"1301";"Being blind and deaf and having no limbs.";"0"
"1302";"Breeding elves for their priceless semen.";"0"
"1303";"Congress's flaccid penises withering away beneath their suit pants.";"0"
"1304";"Finding out Santa isn't real.";"0"
"1305";"Giving money and personal information to strangers on the Internet.";"0"
"1306";"Having a strong opinion about Obamacare.";"0"
"1307";"Jizzing into Santa's beard.";"0"
"1308";"Making up for 10 years of shitty parenting with a PlayStation.";"0"
"1309";"Moses gargling Jesus's balls while Shiva and the Buddha penetrate his divine hand holes.";"0"
"1310";"People with cake in their mouths talking about how good cake is.";"0"
"1311";"Piece of shit Christmas cards with no money in them.";"0"
"1312";"Rudolph's bright red balls.";"0"
"1313";"Slicing a ham in icy silence.";"0"
"1314";"Swapping bodies with mom for a day.";"0"
"1315";"The Grinch's musty, cum-stained pelt.";"0"
"1316";"The Hawaiian goddess Kapo and her flying detachable vagina.";"0"
"1317";"The royal afterbirth.";"0"
"1318";"The shittier, Jewish version of Christmas.";"0"
"1319";"These low, low prices!";"0"
"1320";"200 years of slavery.";"0"
"1321";"A cloud of ash that darkens the Earth for a thousand years.";"0"
"1322";"A protracted siege.";"0"
"1323";"A vague fear of something called ISIS.";"0"
"1324";"All the poop inside of my body.";"0"
"1325";"Being replaced by a robot.";"0"
"1326";"Blockbuster late fees up the wazoo.";"0"
"1327";"Building a ladder of hot dogs to the moon.";"0"
"1328";"Ebola.";"0"
"1329";"Harnessing the miraculous power of the atom to slaughter 200,000 Japanese people.";"0"
"1330";"Reading an entire book.";"0"
"1331";"Rising sea levels consistent with scientific predictions.";"0"
"1332";"Rock music and premarital sex.";"0"
"1333";"Small-town cops with M-4 assault rifles.";"0"
"1334";"The 9,000 children who starved to death today.";"0"
"1335";"The Bowflex Revolution.";"0"
"1336";"The diminishing purity of the white race.";"0"
"1337";"The dying breath of the last human.";"0"
"1338";"The events depicted in James Cameron's Avatar.";"0"
"1339";"The Great Lizard Uprising of 2352.";"0"
"1340";"The transience of all things.";"0"
"1341";"This groovy new thing called LSD.";"0"
"1342";"Trying to feel something, anything.";"0"
"1343";"What remains of my penis.";"0"
"1344";"A bus that will explode if it goes under 50 miles per hour.";"0"
"1345";"A mulatto, an albino, a mosquito, and my libido.";"0"
"1346";"A threesome with 1996 Denise Richards and 1999 Denise Richards.";"0"
"1347";"Angels interfering in an otherwise fair baseball game.";"0"
"1348";"Cool 90s up-in-the-front hair.";"0"
"1349";"Deregulating the mortgage market.";"0"
"1350";"Freeing Willy.";"0"
"1351";"Getting caught up in the CROSSFIRE???.";"0"
"1352";"Jerking off to a 10-second RealMedia clip.";"0"
"1353";"Kurt Cobain's death.";"0"
"1354";"Liking big butts and not being able to lie about it.";"0"
"1355";"Log???.";"0"
"1356";"Painting with all the colors of the wind.";"0"
"1357";"Pamela Anderson's boobs running in slow motion.";"0"
"1358";"Patti Mayonnaise.";"0"
"1359";"Pizza in the morning, pizza in the evening, pizza at supper time.";"0"
"1360";"Pure Moods, Vol. 1.";"0"
"1361";"Several Michael Keatons";"0"
"1362";"Stabbing the shit out of a Capri Sun.";"0"
"1363";"Sucking the president's dick.";"0"
"1364";"Sunny D! Alright!";"0"
"1365";"The Great Cornholio.";"0"
"1366";"The Y2K bug.";"0"
"1367";"Wearing Nicolas Cage's face.";"0"
"1368";"Yelling ""girl power!"" and doing a high kick.";"0"
"1369";"...it is unclear.";"0"
"1370";"A 12-foot scepter of bone.";"0"
"1371";"A basketball that screams every time it gets bounced.";"0"
"1372";"A bear.";"0"
"1373";"A big hole.";"0"
"1374";"A big hot fire that's burning everybody.";"0"
"1375";"A big, big, big, and I mean BIG big.";"0"
"1376";"A big, sloppy blowjob from a mean, tired cowboy.";"0"
"1377";"A bird that dies.";"0"
"1378";"A bold red lip.";"0"
"1379";"A button that when you press it, there's jazz.";"0"
"1380";"A cat with... hands.";"0"
"1381";"A Christmas feast of goose and jellies.";"0"
"1382";"A concerning amount of white people.";"0"
"1383";"A couple of cold ones.";"0"
"1384";"A crab rangoon.";"0"
"1385";"A family of raccoons.";"0"
"1386";"A four-hour depression nap.";"0"
"1387";"A full-on panic attack.";"0"
"1388";"A garbage clown who makes no one laugh and should die.";"0"
"1389";"A hamburger on a string that keeps getting pulled away.";"0"
"1390";"A hateful 30-year marriage.";"0"
"1391";"A little boy with big dreams and potatoes for hands.";"0"
"1392";"A little girl with a knife.";"0"
"1393";"A little sewer girl strangling a pigeon.";"0"
"1394";"A little taste of penis.";"0"
"1395";"A magician fucking up over and over again.";"0"
"1396";"A penis that gets too hard and explodes blood.";"0"
"1397";"A piping-hot casserole filled with beans and hair.";"0"
"1398";"A poop emergency.";"0"
"1399";"A powerful philosopher named Brainhead.";"0"
"1400";"A Pringle.";"0"
"1401";"A Puerto Rican minotaur from the Bronx.";"0"
"1402";"A racist boomerang that only comes back if you're white.";"0"
"1403";"A real cum-dumpster of a saxophonist.";"0"
"1404";"A real job with insurance and your taxes taken out and everything.";"0"
"1405";"A sticky tree hole full of pancake sauce.";"0"
"1406";"A stinky hoo-ha.";"0"
"1407";"A toothless woman gumming on a peach.";"0"
"1408";"A urinary tract infection.";"0"
"1409";"A vagina that beatboxes when it's horny.";"0"
"1410";"A whole different way of talking called Spanish.";"0"
"1411";"Accusing a powerful man of sexual assault.";"0"
"1412";"Acquiring a gun very easily.";"0"
"1413";"Acting white.";"0"
"1414";"All manners of honors.";"0"
"1415";"All my dead sisters.";"0"
"1416";"All types of girls, even ugly ones.";"0"
"1417";"An 800-foot-long pool noodle.";"0"
"1418";"An ambitious woman who wears pants.";"0"
"1419";"An elite squad known as the Special Victims Unit.";"0"
"1420";"Anything Asian.";"0"
"1421";"As ass like a bag of pool balls.";"0"
"1422";"Assembling IKEA furniture.";"0"
"1423";"Beef.";"0"
"1424";"Being hunted by giant eagles.";"0"
"1425";"Being inside me.";"0"
"1426";"Being seen reading Infinite Jest.";"0"
"1427";"Being shitty to everyone and late for everything.";"0"
"1428";"Big beefy baseball boys.";"0"
"1429";"Big Italian women making the spicy sauce.";"0"
"1430";"Bimpy, the small styrofoam ball we all jack off into.";"0"
"1431";"Bipolar Disorder.";"0"
"1432";"Blowing into the penis so that the balls inflate.";"0"
"1433";"Blue smoke coming out of my anus.";"0"
"1434";"Canada's worst mangoes.";"0"
"1435";"Carbs.";"0"
"1436";"Carlos Santana's horrible wailing guitar.";"0"
"1437";"Certain things, but not others.";"0"
"1438";"Chinese people.";"0"
"1439";"Chowder.";"0"
"1440";"Clearly asking for no cucumbers in my salad, and yet here we are.";"0"
"1441";"Clippy from Microsoft Office.";"0"
"1442";"Colluding with Russia.";"0"
"1443";"Corn.";"0"
"1444";"Country music legend Toby Keith.";"0"
"1445";"Crunchy snacks for big, flappy mouth.";"0"
"1446";"Cultural appropriation.";"0"
"1447";"Curly fries so good you quit ISIS.";"0"
"1448";"Dating a Republican.";"0"
"1449";"Death.";"0"
"1450";"Deja vu.";"0"
"1451";"delayed gratification";"0"
"1452";"Denying climate change.";"0"
"1453";"Doing ho shit.";"0"
"1454";"Doing it doggy, no kissing.";"0"
"1455";"Doing stuff bad.";"0"
"1456";"Drake.";"0"
"1457";"Driving to a Walmart parking lot and staring into the distance for eight hours.";"0"
"1458";"Eating pussy bad.";"0"
"1459";"Ejaculating a quart of hollandaise sauce.";"0"
"1460";"Elon Musk.";"0"
"1461";"Enticing a hummingbird to drink nectar out of my urethra.";"0"
"1462";"Fascism.";"0"
"1463";"Fat.";"0"
"1464";"Fingering each other's buttholes.";"0"
"1465";"Foul vegan shits.";"0"
"1466";"Free two-day shipping with Amazon Prime.";"0"
"1467";"Fresh Air with Terry Gross.";"0"
"1468";"Funneling money through a series of shell companies.";"0"
"1469";"Getting #MeToo'd.";"0"
"1470";"Getting banished to the Shadow Realm.";"0"
"1471";"Getting depressed and super fat.";"0"
"1472";"Getting fisted by a man with no fingers.";"0"
"1473";"Getting half-hard and trying to smoosh it in.";"0"
"1474";"Getting herpes from Bruce Willis.";"0"
"1475";"Getting Mommy another beer.";"0"
"1476";"Getting tanned, jacked, and juicy.";"0"
"1477";"Going ""oink oink"" like a nasty little pig boy.";"0"
"1478";"Good, clean Christian comedy.";"0"
"1479";"Hard-hitting investigative journalism.";"0"
"1480";"Having a wonderful time at the zoo.";"0"
"1481";"Having no legs, just toes.";"0"
"1482";"Having thirty sons named Chad.";"0"
"1483";"Having tuna sandwiches with my favorite honkies.";"0"
"1484";"Healthcare.gov.";"0"
"1485";"Hiding from border patrol.";"0"
"1486";"Hiking up a hillside covered in bear semen yelling ""I'm the queen of the forest!""";"0"
"1487";"Hoopnugget, the game where you throw a nugget into a hoop.";"0"
"1488";"How many bagels I can fit on my penis.";"0"
"1489";"How quiet the forest is.";"0"
"1490";"Huffing and puffing and blowing my stepdad.";"0"
"1491";"Hunting white men for sport.";"0"
"1492";"Hush money.";"0"
"1493";"Interrupting women.";"0"
"1494";"Jeremy and his stupid, annoying, dumb, hard, beautiful body.";"0"
"1495";"Jormungandr the World Serpent.";"0"
"1496";"Joyless, wooden Soviet toys.";"0"
"1497";"Just a Luna bar for lunch.";"0"
"1498";"Kanye West but if he were an old Japanese farmer.";"0"
"1499";"Korean barbecue.";"0"
"1500";"Leading a country to war on false pretenses.";"0"
"1501";"Leading children around with a magical flute.";"0"
"1502";"Letting that pussy breathe.";"0"
"1503";"Letting this loser eat me out.";"0"
"1504";"Licking the toilet as Mistress commands.";"0"
"1505";"Life.";"0"
"1506";"Little Debbie and her mom, Full-Size Deborah.";"0"
"1507";"Lotion.";"0"
"1508";"Loving America.";"0"
"1509";"Magic: The Gathering.";"0"
"1510";"Making direct eye contact with a horse's asshole.";"0"
"1511";"Mark Zuckerberg.";"0"
"1512";"Maybe getting a little involved in selling heroin sometimes.";"0"
"1513";"Melania Trump.";"0"
"1514";"Murdering our parents.";"0"
"1515";"My buddy Jeff.";"0"
"1516";"My daughter fucking my boyfriend.";"0"
"1517";"My math teacher's bulge.";"0"
"1518";"My real dad.";"0"
"1519";"My secret butt.";"0"
"1520";"My son's dipshit friends.";"0"
"1521";"My son's husband's huge cock.";"0"
"1522";"My wife. (in Borat voice)";"0"
"1523";"Naked Dad.";"0"
"1524";"Netflix.";"0"
"1525";"New DNA evidence exonerating OJ Simpson.";"0"
"1526";"Nipples the size of CDs.";"0"
"1527";"None of your damn business.";"0"
"1528";"Nonsexual activiities, such as roller skating.";"0"
"1529";"Not being a part of my son's life.";"0"
"1530";"Oral.";"0"
"1531";"Outdated gender norms.";"0"
"1532";"Owing a lot of money to some very bad people.";"0"
"1533";"Panda Express.";"0"
"1534";"Panic and confusion.";"0"
"1535";"Pissin' me paants.";"0"
"1536";"Politics.";"0"
"1537";"Poppin' that pussy.";"0"
"1538";"Preparing my asshole for sex.";"0"
"1539";"Pretending golf is fun.";"0"
"1540";"Prison.";"0"
"1541";"Pulling a sick, shit-covered raccoon out of the toilet and nursing it back to health.";"0"
"1542";"Pulling the butt cheeks apart so the fart comes out quieter.";"0"
"1543";"Pushing my boob up to lick the nipple.";"0"
"1544";"Putting dirty dishes in the sink and hoping someone else deals with them.";"0"
"1545";"Quality, affordable menswear.";"0"
"1546";"Reparations for slavery.";"0"
"1547";"Representing the entire black community.";"0"
"1548";"Representing the entire Black community.";"0"
"1549";"Respecting woman.";"0"
"1550";"Rubbing my clit with a handgun.";"0"
"1551";"Sandwich.";"0"
"1552";"Schindler's List.";"0"
"1553";"Setting boundaries with co-workers.";"0"
"1554";"Sewing two hamsters together to make a Double Hamster Supreme.";"0"
"1555";"Shit.";"0"
"1556";"Shitting perfectly into a hot dog bun.";"0"
"1557";"Slaves.";"0"
"1558";"Slowly releasing a huge fart over the course of two minutes.";"0"
"1559";"Sluts, whores, and bitches.";"0"
"1560";"Small plates, or tapas if you will.";"0"
"1561";"Some cracker-ass motherfucker.";"0"
"1562";"Some light choking.";"0"
"1563";"Square dancing with other racists.";"0"
"1564";"Stapling a butterfly to a cow.";"0"
"1565";"Staying hydrated.";"0"
"1566";"Sticking my hard rat dick in my girlfiend's wet rat pussy.";"0"
"1567";"Substituting sweet potato fries for $2.";"0"
"1568";"Sucking the caviar straight out of a fish's pussy.";"0"
"1569";"Suddenly feeling really sad for 40 years.";"0"
"1570";"Swordplay.";"0"
"1571";"Taking a dump.";"0"
"1572";"Tar.";"0"
"1573";"The Asshole Destroyer 3000.";"0"
"1574";"The Audi Sign-and-Drive Sales Event.";"0"
"1575";"The awesome power of the Lord.";"0"
"1576";"The beautiful backpacks of JanSport.";"0"
"1577";"The boy who sucks the farts our of my sweatpants.";"0"
"1578";"The coming race war.";"0"
"1579";"The current political climate.";"0"
"1580";"The cutest fucking shoes I've ever seen.";"0"
"1581";"The end of all life on Earth.";"0"
"1582";"The express written consent of the National Basketball Association.";"0"
"1583";"The fact that time is moving backwards right now and nobody's noticing.";"0"
"1584";"The harsh reality that all horses are people in horse costumes.";"0"
"1585";"The incredible Gary, he'll suck your nipples.";"0"
"1586";"The kind of porn with poop.";"0"
"1587";"The King of Jews.";"0"
"1588";"The little-known fact that Polish people don't dream.";"0"
"1589";"The man in the basement.";"0"
"1590";"The man who fucks me and my wife.";"0"
"1591";"The Moon.";"0"
"1592";"The NRA.";"0"
"1593";"The pelican that will one day eat Scarlett Johansson's baby.";"0"
"1594";"The persecution of Buddhists by the American-backed government of South Vietnam.";"0"
"1595";"The pleasure of watching my boys wolf down my pot roast and scamper into the woods.";"0"
"1596";"The rock after which Dwayne Johnson was named.";"0"
"1597";"The South rising again.";"0"
"1598";"The wonderful giant spoon known as ""ladle.""";"0"
"1599";"The world's largest baby, weighing over 700 pounds.";"0"
"1600";"The worm that ate my penis and is now my penis.";"0"
"1601";"These breasts of mine.";"0"
"1602";"This boring-ass white bitch from work.";"0"
"1603";"This kid I found.";"0"
"1604";"Thoughts and prayers.";"0"
"1605";"Three men and three hot dogs.";"0"
"1606";"Throwing a man by his big penis.";"0"
"1607";"Thrusting and grunting.";"0"
"1608";"Thumb, the King of the Fingers.";"0"
"1609";"Tiny, sour kisses from a lemon dwarf.";"0"
"1610";"Travolta.";"0"
"1611";"Trees with human skin.";"0"
"1612";"Turning poor people against each other so they don't pay attention to economic inequality.";"0"
"1613";"Twirling a cane, popping it into my anus, and giving a tip of the top hat.";"0"
"1614";"Uncles.";"0"
"1615";"Uncut daddy dick.";"0"
"1616";"Violating the Geneva Convention.";"0"
"1617";"Voldemort.";"0"
"1618";"Voter suppression.";"0"
"1619";"What looked like a chemical weapons facility but turned out to be a children's hospital.";"0"
"1620";"Women in positions of power.";"0"
"1621";"Yo stanky ass.";"0"
"1622";"Yogurt that moans in pleasure as you eat it.";"0"
"1623";"Your little booty in them underpants.";"0"
"1624";"Your mouth.";"0"
"1625";"Yummy yummy yummy yummy rat pussy.";"0"
"1626";"All these boys in my yard asking for milkshakes.";"0"
"1627";"Being a total Miranda.";"0"
"1628";"Blowing Lucas on an inflatable chair.";"0"
"1629";"Chunky highlights.";"0"
"1630";"Collateralized debt obligations.";"0"
"1631";"Competing against 20 other women for the love of Flava Flav.";"0"
"1632";"Cybering with diselman89.";"0"
"1633";"Defining marriage at the union of one man and one woman.";"0"
"1634";"Doing 9/11.";"0"
"1635";"Downloading a bunch of weird porn on Kazaa.";"0"
"1636";"Getting crunk.";"0"
"1637";"Getting drenched in Dave Matthew's shit and piss.";"0"
"1638";"Getting pwned.";"0"
"1639";"Going to prom with a 108-year-old vampire.";"0"
"1640";"Hoobastank.";"0"
"1641";"Letting the terrorists win.";"0"
"1642";"My son and business partnew H.W. Plainview.";"0"
"1643";"Starting to be cool about gay people.";"0"
"1644";"Sustainability";"0"
"1645";"Taking a blurry photo of my penis on my Motorola Razr.";"0"
"1646";"The conservative blogosphere.";"0"
"1647";"The new Sweet Onion Chicken Teriyaki sandwich from Subway!";"0"
"1648";"Two girls sharing one cup of poop.";"0"
"1649";"Vajazzling my vajayjay.";"0"
"1650";"Weapons of tax destruction.";"0"
"1651";"A killer's diet of bush, cucumbers, and feathers.";"0"
"1652";"A woman who is so smart that she can predict the movements of 300 birds.";"0"
"1653";"Finding a nipple and being like ""Oooh! That's a nipple!""";"0"
"1654";"Getting Masturbated to.";"0"
"1655";"Giving grandma crappy things she doesn't like.";"0"
"1656";"Ham finger.";"0"
"1657";"Hands down the best eggnog I have ever had.";"0"
"1658";"Insane empanadas.";"0"
"1659";"Kim Kardashian, but with spider legs.";"0"
"1660";"Laughing hysterically while my partner pours coffee into my eyes.";"0"
"1661";"More olives than you could possibly understand.";"0"
"1662";"Mr. Poop.";"0"
"1663";"My disgusting pot-bellied boy.";"0"
"1664";"P.F. Chang's fusion of casual and formal cuisine.";"0"
"1665";"Screaming ""there's a hawk up my ass!""";"0"
"1666";"Secret CIA moon prisons.";"0"
"1667";"Sitting in the back of the plane, smoking a cigar and reading the Flickr privacy policy.";"0"
"1668";"Some kind of mutated shrimp that can suck dick like a pro.";"0"
"1669";"Some sort of unstoppable poo gun.";"0"
"1670";"Stairs";"0"
"1671";"That shitty season of Mad Men where Sterling Cooper Draper Pryce gets destroyed by Daenerys Targaryen's dragons.";"0"
"1672";"The amount of emotions a peanut would be capable of holding.";"0"
"1673";"The idea of a walrus.";"0"
"1674";"The lesbians of Iowa.";"0"
"1675";"The real story behind the yogurt that came out of Tina's vagina.";"0"
"1676";"The unspeakable secrets of the weasels.";"0"
"1677";"These amazing testicles I'm about to share with you.";"0"
"1678";"These awesome gadgets that track my every move.";"0"
"1679";"These new jeans that look so cool but are actually so bad.";"0"
"1680";"What I Doin'.";"0"
"1681";"An ass like two football helmets.";"0"
"1682";"An ass like two old Italian faces telling secrets.";"0"
"1683";"Bad bitches with fat asses.";"0"
"1684";"Being grossly unprepared for this jelly.";"0"
"1685";"Blowing a fart hole in my yoga pants.";"0"
"1686";"Carrying my poop around in a ziplock bag.";"0"
"1687";"Cellulite.";"0"
"1688";"Cheesy French anus.";"0"
"1689";"Doing my duty to your booty.";"0"
"1690";"How good the booty taste.";"0"
"1691";"Me arse.";"0"
"1692";"My faithful donkey Bathsheba.";"0"
"1693";"Pooping and then looking at the poop.";"0"
"1694";"Pulling a shit-covered condom of Fentanyl out of a dead Slovenian's asshole.";"0"
"1695";"Rubbing sage all over my butt cancer.";"0"
"1696";"Ruining my asshole with superglue.";"0"
"1697";"Shitting out a hot stack of pancakes and a pat of butter.";"0"
"1698";"Showing everyone my lil' dumper.";"0"
"1699";"Sir Mix-a-lot.";"0"
"1700";"Sir Thomas Crapper, inventor of the toilet.";"0"
"1701";"Tender anal love.";"0"
"1702";"That post-smack jiggle.";"0"
"1703";"The sun-ripen asses of Sicily.";"0"
"1704";"Thick Ukrainian ass.";"0"
"1705";"Tight, red baboon ass.";"0"
"1706";"Waxing my asshole.";"0"
"1707";"Your ass cheeks on my face cheeks.";"0"
"1708";"10 Incredible Facts About the Anus.";"0"
"1709";"40 acres and a mule.";"0"
"1710";"A bass drop so huge it tears the starry vault asunder to reveal the face of God.";"0"
"1711";"A bunch of idiots playing a card game instead of interacting like normal humans.";"0"
"1712";"A buttload of candy.";"0"
"1713";"A chimpanzee in sunglasses fucking your wife.";"0"
"1714";"A constant need for validation.";"0"
"1715";"A crazy little thing called love.";"0"
"1716";"A dance move that's just sex.";"0"
"1717";"A disappointing salad.";"0"
"1718";"A face full of horse cum.";"0"
"1719";"A fart.";"0"
"1720";"A for-real lizard that spits blood from its eyes.";"0"
"1721";"A gender identity that can only be conveyed through slam poetry.";"0"
"1722";"A giant powdery manbaby.";"0"
"1723";"A hopeless amount of spiders.";"0"
"1724";"A horse with no legs.";"0"
"1725";"A kiss on the lips.";"0"
"1726";"A lil' stupid ass bitch.";"0"
"1727";"A man who is so cool that he rides on a motorcycle.";"0"
"1728";"A manhole.";"0"
"1729";"A mouthful of potato salad.";"0"
"1730";"A Native American who solves crimes by going into the spirit world.";"0"
"1731";"A one-way ticket to Gary, Indiana.";"0"
"1732";"A peyote-fueled vision quest.";"0"
"1733";"A pizza guy who fucked up.";"0"
"1734";"A possible Muslim.";"0"
"1735";"A reason not to commit suicide.";"0"
"1736";"A self-microwaving burrito.";"0"
"1737";"A sex comet from Neptune that plunges the Earth into eternal sexiness.";"0"
"1738";"A sex goblin with a carnival penis.";"0"
"1739";"A shiny rock that proves I love you.";"0"
"1740";"A team of lawyers.";"0"
"1741";"A thrilling chase over the rooftops of Rio de Janeiro.";"0"
"1742";"A turd.";"0"
"1743";"A Ugandan warlord.";"0"
"1744";"A whole lotta woman.";"0"
"1745";"A whole new kind of porn.";"0"
"1746";"A woman.";"0"
"1747";"A zero-risk way to make $2,000 from home.";"0"
"1748";"Actual mutants with medical conditions and no superpowers.";"0"
"1749";"Africa.";"0"
"1750";"AIDS monkeys.";"0"
"1751";"All the single ladies.";"0"
"1752";"All these decorative pillows.";"0"
"1753";"Almost giving money to a homeless person.";"0"
"1754";"Ambiguous sarcasm.";"0"
"1755";"An inability to form meaningful relationships.";"0"
"1756";"An interracial handshake.";"0"
"1757";"An oppressed people with a vibrant culture.";"0"
"1758";"An overwhelming variety of cheeses.";"0"
"1759";"An unforgettable quinceanera.";"0"
"1760";"An uninterrupted history of imperialism and exploitation.";"0"
"1761";"Anal fissures like you wouldn't believe.";"0"
"1762";"Ancient Athenian boy-fucking.";"0"
"1763";"Angelheaded hipsters burning for the ancient heavenly connection to the starry dynamo in the machinery of night.";"0"
"1764";"Ass to mouth.";"0"
"1765";"Backwards knees.";"0"
"1766";"Bathing in moonsblood and dancing around the ancient oak.";"0"
"1767";"Being a terrible mother.";"0"
"1768";"Being John Malkovich.";"0"
"1769";"Being nine years old.";"0"
"1770";"Being paralyzed from the neck down.";"0"
"1771";"Being popular and good at sports.";"0"
"1772";"Being worshipped as the one true God.";"0"
"1773";"Beloved television star Bill Cosby.";"0"
"1774";"Blackface.";"0"
"1775";"Blackula.";"0"
"1776";"Blowjobs for everyone.";"0"
"1777";"Boring Vaginal sex.";"0"
"1778";"Bouncing up and down.";"0"
"1779";"Breastfeeding a ten year old.";"0"
"1780";"Breastfeeding a ten-year-old.";"0"
"1781";"Bullets.";"0"
"1782";"Butt stuff.";"0"
"1783";"Calculating every mannerism so as not to suggest homosexuality.";"0"
"1784";"Cancer.";"0"
"1785";"Changing a person's mind with logic and facts.";"0"
"1786";"Child Protective Services.";"0"
"1787";"Child support payments.";"0"
"1788";"Common-sense gun control legislation.";"0"
"1789";"Cool, relatable cancer teens.";"0"
"1790";"Crazy opium eyes.";"0"
"1791";"Crippling social anxiety.";"0"
"1792";"Crying and shitting and eating spaghetti.";"0"
"1793";"Cute boys.";"0"
"1794";"Cutting off a flamingo's legs with garden shears.";"0"
"1795";"Daddy.";"0"
"1796";"Daddy's credit card.";"0"
"1797";"Deez nuts.";"0"
"1798";"Dem titties.";"0"
"1799";"Depression.";"0"
"1800";"Doing the right stuff to her nipples.";"0"
"1801";"Doo-doo.";"0"
"1802";"Drinking responsibly.";"0"
"1803";"Eating together like a god damn family for once.";"0"
"1804";"Eggs.";"0"
"1805";"Ejaculating inside another man's wife.";"0"
"1806";"Ejaculating live bees and the bees are angry.";"0"
"1807";"Ennui.";"0"
"1808";"Every ounce of charisma left in Mick Jagger's tired body.";"0"
"1809";"Exploding pigeons.";"0"
"1810";"Falling into the toilet.";"0"
"1811";"Figuring out how to have sex with a dolphin.";"0"
"1812";"Filling a man's anus with concrete.";"0"
"1813";"Finally finishing off the Indians.";"0"
"1814";"Free ice cream, yo.";"0"
"1815";"Fresh dill from the patio.";"0"
"1816";"Fucking a corpse back to life.";"0"
"1817";"Generally having no idea what's going on.";"0"
"1818";"Genghis Khan's DNA.";"0"
"1819";"Getting all offended.";"0"
"1820";"Getting caught by the police and going to jail.";"0"
"1821";"Getting down to business to defeat the Huns.";"0"
"1822";"Getting drive-by shot.";"0"
"1823";"Getting eaten alive by Guy Fieri.";"0"
"1824";"Getting offended.";"0"
"1825";"Getting shot by the police.";"0"
"1826";"Getting shot out of a cannon.";"0"
"1827";"Giant sperm from outer space.";"0"
"1828";"Going down on a woman, discovering that her vagina is filled with eyeballs, and being totally into that.";"0"
"1829";"Going inside at some point because of the mosquitoes.";"0"
"1830";"Going to a high school reunion on ketamine.";"0"
"1831";"Grammar nazis who are also regular Nazis.";"0"
"1832";"Growing up chained to a radiator in perpetual darkness.";"0"
"1833";"Gwyneth Paltrow's opinions.";"0"
"1834";"Having been dead for a while.";"0"
"1835";"How awesome I am.";"0"
"1836";"Immortality cream.";"0"
"1837";"Important news about Taylor Swift.";"0"
"1838";"Injecting speed into one arm and horse tranquilizer into the other.";"0"
"1839";"Interspecies marriage.";"0"
"1840";"Irrefutable evidence that God is real.";"0"
"1841";"Jizz.";"0"
"1842";"Kale.";"0"
"1843";"Khakis.";"0"
"1844";"Letting out 20 years' worth of farts.";"0"
"1845";"Like a million alligators.";"0"
"1846";"Lots and lots of abortions.";"0"
"1847";"Meaningless sex.";"0"
"1848";"meditating on virginity";"0"
"1849";"Moderate-to-severe joint pain.";"0"
"1850";"Mom's new boyfriend.";"0"
"1851";"Morpheus.";"0"
"1852";"My boyfriend's stupid penis.";"0"
"1853";"My dad's dumb fucking face.";"0"
"1854";"My dead son's baseball glove.";"0"
"1855";"My first period.";"0"
"1856";"My sex dungeon.";"0"
"1857";"My worthless son.";"0"
"1858";"Neil Diamond's Greatest Hits.";"0"
"1859";"Never having sex again.";"0"
"1860";"No clothes on, penis in vagina.";"0"
"1861";"No longer finding any Cards Against Humanity card funny.";"0"
"1862";"Not believing in giraffes.";"0"
"1863";"Oil!";"0"
"1864";"One unforgettable night of passion.";"0"
"1865";"Our new Buffalo Chicken Dippers??!";"0"
"1866";"Out-of-this-world bazongas.";"0"
"1867";"Owls, the perfect predator.";"0"
"1868";"P.F. Chang himself.";"0"
"1869";"Party Mexicans.";"0"
"1870";"Peeing into a girl's butt to make a baby.";"0"
"1871";"Potato.";"0"
"1872";"Prince Ali, fabulous he, Ali Ababwa.";"0"
"1873";"Pussy.";"0"
"1874";"Raccoon: The other, other dark meat";"0"
"1875";"Reading the entire End-User License Agreement.";"0"
"1876";"Ripping a dog in half.";"0"
"1877";"Robots who just want to party.";"0"
"1878";"Russian super-tuberculosis.";"0"
"1879";"Seeing my village burned and my family slaughtered before my eyes.";"0"
"1880";"Seeing things from Hitler's perspective.";"0"
"1881";"September 11th, 2001.";"0"
"1882";"Setting my balls on fire and cartwheeling to Ohio.";"0"
"1883";"Shapes and colors.";"0"
"1884";"Sharks with legs.";"0"
"1885";"Shitting all over the floor like a bad, bad girl.";"0"
"1886";"Slowly easing down onto a cucumber.";"0"
"1887";"Smoking crack, for instance.";"0"
"1888";"Snorting coke off a clown's boner.";"0"
"1889";"Social justice warriors with flamethrowers of compassion.";"0"
"1890";"Some shit-hot guitar licks.";"0"
"1891";"Some sort of Asian.";"0"
"1892";"Sports.";"0"
"1893";"Storing a bunch of acorns in my pussy.";"0"
"1894";"Stuffing a child's face with Fun Dip?? until he starts having fun.";"0"
"1895";"Stupid.";"0"
